File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
Z:\home\joachim\workspace_scoladoc\ApiScol_Display\apiscol.0.0.0\js\jquery.apiscol.js,document); jQuery(document).ready(function(),2,2,2,0,0,0,0,0,
